PanelText_UI_Login_Text_C_Enter_Content,aINF,jÍ£ØüÙşí®øú_PanelText_C.csv,8,PanelText,Content,,?ìıÓŞ?,¹Ì»ç±× ´ëÇĞ ÁøÀÔ
PanelText_UI_Main_Panel_1_Text_C_Dbg_Content,aIOE,jÍ£ØüÙşí®øú_PanelText_C.csv,9,PanelText,Content,,Ø­?æÑ?,¸·°£ ÈÆ·É
PanelText_UI_Main_Panel_1_Text_C_Awaker_Content,aIOv,jÍ£ØüÙşí®øú_PanelText_C.csv,10,PanelText,Content,,?á¥?,°¢¼ºÃ¼
PanelText_UI_Main_Panel_1_Text_C_Mission_Content,aIOO,jÍ£ØüÙşí®øú_PanelText_C.csv,11,PanelText,Content,,â¢?,¸Å´º¾ó
PanelText_UI_Main_Panel_1_Text_C_Shop_Content,aIOT,jÍ£ØüÙşí®øú_PanelText_C.csv,12,PanelText,Content,,????,°úÁ¦ ±â·Ï
PanelText_UI_Main_Panel_1_Text_C_Home_Content,aIOK,jÍ£ØüÙşí®øú_PanelText_C.csv,13,PanelText,Content,,÷ïÌº,ÆÄ°ß
PanelText_UI_Main_Panel_1_Text_C_Bag_Content,aIOx,jÍ£ØüÙşí®øú_PanelText_C.csv,14,PanelText,Content,,Úª?,¹°ÀÚ
PanelText_UI_Main_Panel_1_Text_C_Store_Content,aIOV,jÍ£ØüÙşí®øú_PanelText_C.csv,15,PanelText,Content,,ßÂïÁ,»óÁ¡
PanelText_UI_Main_Panel_1_Text_C_Recruit_Content,aIOR,jÍ£ØüÙşí®øú_PanelText_C.csv,16,PanelText,Content,,?á¥,°¢¼º
PanelText_UI_Login_Text_C_Plot_Content,aINH,jÍ£ØüÙşí®øú_PanelText_C.csv,25,PanelText,Content,,Avg?ï×??,Avg ½ºÅä¸® Å×½ºÆ®
PanelText_UI_Login_Text_C_Fight_Content,aING,jÍ£ØüÙşí®øú_PanelText_C.csv,26,PanelText,Content,,?Ôà2.0,ÀüÅõ 2.0
PanelText_UI_Awaker_Item_Potency_Detail_Text_C_Survey_Content,aInI,jÍ£ØüÙşí®øú_PanelText_C.csv,27,PanelText,Content,,??Ù¼ãÒ,Á¶»ç ¸ğµå
PanelText_UI_Awaker_Item_Potency_Detail_Text_C_Survey_Click_Content,aInH,jÍ£ØüÙşí®øú_PanelText_C.csv,28,PanelText,Content,,??Ù¼ãÒ,Á¶»ç ¸ğµå
PanelText_UI_Awaker_Item_Potency_Detail_Text_C_Course_Content,aIny,jÍ£ØüÙşí®øú_PanelText_C.csv,29,PanelText,Content,,??Ù¼ãÒ,°úÁ¦ ¸ğµå
PanelText_UI_Awaker_Item_Potency_Detail_Text_C_Course_Click_Content,aInx,jÍ£ØüÙşí®øú_PanelText_C.csv,30,PanelText,Content,,??Ù¼ãÒ,°úÁ¦ ¸ğµå
PanelText_UI_Awaker_Item_Potency_Detail_Text_C_Common_Content,aInw,jÍ£ØüÙşí®øú_PanelText_C.csv,31,PanelText,Content,,÷×éÄ,ÀÏ¹İ
PanelText_UI_Awaker_Item_Potency_Detail_Text_C_Common_Click_Content,aInv,jÍ£ØüÙşí®øú_PanelText_C.csv,32,PanelText,Content,,÷×éÄ,ÀÏ¹İ
PanelText_UI_Awaker_Item_Voice_Text_C_Daily_Normal_Content,aIpf,jÍ£ØüÙşí®øú_PanelText_C.csv,33,PanelText,Content,,ìíßÈ,ÀÏ»ó
PanelText_UI_Awaker_Item_Voice_Text_C_Daily_Select_Content,aIpg,jÍ£ØüÙşí®øú_PanelText_C.csv,34,PanelText,Content,,ìíßÈ,ÀÏ»ó
PanelText_UI_Awaker_Item_Voice_Text_C_Battle_Normal_Content,aIpd,jÍ£ØüÙşí®øú_PanelText_C.csv,35,PanelText,Content,,?Ôà,ÀüÅõ
PanelText_UI_Awaker_Item_Voice_Text_C_Battle_Select_Content,aIpe,jÍ£ØüÙşí®øú_PanelText_C.csv,36,PanelText,Content,,?Ôà,ÀüÅõ
PanelText_UI_Awaker_PanelStory_Main_Text_C_Title_Content,aIpT,jÍ£ØüÙşí®øú_PanelText_C.csv,39,PanelText,Content,,Ğñ?ãáãÓ,±âº» Á¤º¸
PanelText_UI_Awaker_Popup_Trinket_Change_Text_C_Equipped_Content,aIrj,jÍ£ØüÙşí®øú_PanelText_C.csv,40,PanelText,Content,,ì«??,ÀåÂøµÊ
PanelText_UI_Awaker_Popup_Trinket_Intensify_Detail_Text_C_Shortcut_Content,aIrs,jÍ£ØüÙşí®øú_PanelText_C.csv,41,PanelText,Content,,öáôßÛ¯ìı,ºü¸¥ ÅõÀÔ
PanelText_UI_Awaker_Popup_Trinket_Intensify_Detail_Text_C_Filtrate_Content,aIrr,jÍ£ØüÙşí®øú_PanelText_C.csv,42,PanelText,Content,,SSRĞàì¤ù»îÜáÈî§,SSR ÀÌÇÏÀÇ Àç·á
PanelText_UI_Awaker_Popup_Trinket_Select_List_Text_C_1_Normal_Content,aIrQ,jÍ£ØüÙşí®øú_PanelText_C.csv,43,PanelText,Content,,¥°,¥°
PanelText_UI_Awaker_Popup_Trinket_Select_List_Text_C_1_Select_Content,aIrR,jÍ£ØüÙşí®øú_PanelText_C.csv,44,PanelText,Content,,¥°,¥°
PanelText_UI_Awaker_Popup_Trinket_Select_List_Text_C_2_Normal_Content,aIrS,jÍ£ØüÙşí®øú_PanelText_C.csv,45,PanelText,Content,,¥±,¥±
PanelText_UI_Awaker_Popup_Trinket_Select_List_Text_C_2_Select_Content,aIrT,jÍ£ØüÙşí®øú_PanelText_C.csv,46,PanelText,Content,,¥±,¥±
PanelText_UI_Awaker_Popup_Trinket_Select_List_Text_C_3_Normal_Content,aIrU,jÍ£ØüÙşí®øú_PanelText_C.csv,47,PanelText,Content,,¥²,¥²
PanelText_UI_Awaker_Popup_Trinket_Select_List_Text_C_3_Select_Content,aIrV,jÍ£ØüÙşí®øú_PanelText_C.csv,48,PanelText,Content,,¥²,¥²
PanelText_UI_Awaker_Popup_Trinket_Select_List_Text_C_4_Normal_Content,aIrW,jÍ£ØüÙşí®øú_PanelText_C.csv,49,PanelText,Content,,¥³,¥³
PanelText_UI_Awaker_Popup_Trinket_Select_List_Text_C_4_Select_Content,aIrX,jÍ£ØüÙşí®øú_PanelText_C.csv,50,PanelText,Content,,¥³,¥³
PanelText_UI_Awaker_Popup_Trinket_Select_List_Text_C_5_Normal_Content,aIrY,jÍ£ØüÙşí®øú_PanelText_C.csv,51,PanelText,Content,,¥´,¥´
PanelText_UI_Awaker_Popup_Trinket_Select_List_Text_C_5_Select_Content,aIrZ,jÍ£ØüÙşí®øú_PanelText_C.csv,52,PanelText,Content,,¥´,¥´
PanelText_UI_Awaker_Popup_Trinket_Select_List_Text_C_6_Normal_Content,aIsa,jÍ£ØüÙşí®øú_PanelText_C.csv,53,PanelText,Content,,¥µ,¥µ
PanelText_UI_Awaker_Popup_Trinket_Select_List_Text_C_6_Select_Content,aIsb,jÍ£ØüÙşí®øú_PanelText_C.csv,54,PanelText,Content,,¥µ,¥µ
