Skill_4137_Name,aMtu,j技能表_Skill_A.csv,1042,Skill,Name,拉蒙娜,世界演绎法,세계 연역법
Skill_4864_Name,aONT,j技能表_Skill_A.csv,1043,Skill,Name,拉蒙娜,第一哲学,첫 번째 철학
Skill_4138_Name,aMtC,j技能表_Skill_A.csv,1044,Skill,Name,拉蒙娜,女王之剑,여왕의 검
Skill_4558_Name,aNQJ,j技能表_Skill_A.csv,1045,Skill,Name,拉蒙娜,攻势推演,공격 분석
Skill_4019_Name,aMdf,j技能表_Skill_A.csv,1049,Skill,Name,环行·拉蒙娜,悖论收束,패러독스 수렴
Skill_4388_Name,aNaY,j技能表_Skill_A.csv,1050,Skill,Name,环行·拉蒙娜,熵增逆转,엔트로피 역전
Skill_4017_Name,aMcR,j技能表_Skill_A.csv,1051,Skill,Name,环行·拉蒙娜,命定之剑,운명의 검
Skill_4295_Name,aMOJ,j技能表_Skill_A.csv,1052,Skill,Name,环行·拉蒙娜,超越之目,초월의 눈
Skill_67856_Name,aQsx,j技能表_Skill_A.csv,1053,Skill,Name,环行·拉蒙娜,命定之剑,운명의 검
Skill_67855_Name,aQsq,j技能表_Skill_A.csv,1054,Skill,Name,环行·拉蒙娜,超越之目,초월의 눈
Skill_54041_Name,aPkd,j技能表_Skill_A.csv,1055,Skill,Name,环行·拉蒙娜,未来讴歌,미래 찬가
Skill_54042_Name,aPkk,j技能表_Skill_A.csv,1056,Skill,Name,环行·拉蒙娜,轮回之庭,윤회의 법정
Skill_21615_Name,aLiy,j技能表_Skill_A.csv,1060,Skill,Name,奥吉尔,七艺，传承美德,"칠예, 미덕의 전승"
Skill_4604_Name,aOcH,j技能表_Skill_A.csv,1061,Skill,Name,奥吉尔,骑士热诚,기사의 열정
Skill_4195_Name,aMBx,j技能表_Skill_A.csv,1062,Skill,Name,奥吉尔,不定壁垒,부정형 장벽
Skill_4836_Name,aOIV,j技能表_Skill_A.csv,1063,Skill,Name,奥吉尔,穿刺之枪,천공의 창
Skill_4373_Name,aMYK,j技能表_Skill_A.csv,1067,Skill,Name,萝坦,混沌之兽,혼돈의 짐승
Skill_4722_Name,aOtt,j技能表_Skill_A.csv,1068,Skill,Name,萝坦,战欲难平,전장의 열망
Skill_4719_Name,aOsY,j技能表_Skill_A.csv,1069,Skill,Name,萝坦,桀骜之刃,반항의 칼날
Skill_4509_Name,aNxt,j技能表_Skill_A.csv,1070,Skill,Name,萝坦,恣睢之浪,난폭한 물결
Skill_21620_Name,aLiF,j技能表_Skill_A.csv,1074,Skill,Name,朵尔,理性，真理与现实,"이성, 진리와 현실"
Skill_4463_Name,aNnh,j技能表_Skill_A.csv,1075,Skill,Name,朵尔,灵肉两分,영혼 분리
Skill_4365_Name,aMXJ,j技能表_Skill_A.csv,1076,Skill,Name,朵尔,外域手术,외계 수술
Skill_4277_Name,aMMj,j技能表_Skill_A.csv,1077,Skill,Name,朵尔,等价交换,등가교환
Skill_70299_Name,aQAd,j技能表_Skill_A.csv,1081,Skill,Name,熔毁·朵尔,终点，真理与深渊之门,"종점, 진리와 심연의 문"
Skill_70302_Name,aQAy,j技能表_Skill_A.csv,1082,Skill,Name,熔毁·朵尔,灵魂瘟疫,영혼의 역병
Skill_70304_Name,aQAO,j技能表_Skill_A.csv,1083,Skill,Name,熔毁·朵尔,自毁改造,자폭 개조
Skill_70305_Name,aQAV,j技能表_Skill_A.csv,1084,Skill,Name,熔毁·朵尔,宿命坍缩,운명의 붕괴
Skill_70303_Name,aQAH,j技能表_Skill_A.csv,1085,Skill,Name,熔毁·朵尔,虚无终结,허무의 종언
Skill_70333_Name,aQBl,j技能表_Skill_A.csv,1086,Skill,Name,熔毁·朵尔,兴奋,흥분
Skill_70332_Name,aQBd,j技能表_Skill_A.csv,1087,Skill,Name,熔毁·朵尔,诅咒,저주
Skill_71522_Name,aQDZ,j技能表_Skill_A.csv,1088,Skill,Name,熔毁·朵尔,自毁改造·终末,자폭 개조·종말
Skill_71523_Name,aQEg,j技能表_Skill_A.csv,1089,Skill,Name,熔毁·朵尔,宿命坍缩·终末,운명의 붕괴·종말
Skill_4627_Name,aOgB,j技能表_Skill_A.csv,1093,Skill,Name,雷娅,献媚者之拥,아첨의 포옹
Skill_4516_Name,aNyj,j技能表_Skill_A.csv,1094,Skill,Name,雷娅,渴血者,피의 갈망
Skill_4068_Name,aMjG,j技能表_Skill_A.csv,1095,Skill,Name,雷娅,未被满足之痛,채워지지 않은 고통
Skill_4407_Name,aNdz,j技能表_Skill_A.csv,1096,Skill,Name,雷娅,苦痛与欢愉,고통과 환희
Skill_4579_Name,aNZG,j技能表_Skill_A.csv,1100,Skill,Name,尤乌哈希,血与沙的赞歌,피와 모래의 찬가
Skill_4290_Name,aMOa,j技能表_Skill_A.csv,1101,Skill,Name,尤乌哈希,红祭礼,붉은 제례
Skill_4287_Name,aMNF,j技能表_Skill_A.csv,1102,Skill,Name,尤乌哈希,沸腾吧，血！,"피여, 끓어올라라!"
Skill_4285_Name,aMNp,j技能表_Skill_A.csv,1103,Skill,Name,尤乌哈希,尖啸吧，血！,"피여, 소리질러라!"
Skill_4443_Name,aNiY,j技能表_Skill_A.csv,1107,Skill,Name,希洛,绝境求生,절망 끝의 생존
Skill_4848_Name,aOKz,j技能表_Skill_A.csv,1108,Skill,Name,希洛,复仇宣言,복수 선언
Skill_4515_Name,aNyc,j技能表_Skill_A.csv,1109,Skill,Name,希洛,破链一击,사슬을 끊는 일격
